Conversion Certificate,Deed from Previous Owner,Electricity Connection,Electricity Connection_detail,Encumberence Certificate,Is the plot free of any legal issues?,Revenue Document,Road Available,Road Available_detail,Sewage Connection,Sewage Connection_detail,Title Deed,Title Deed_detail,Water Connection,Water Connection_detail,amenities,boundary,construction,dimensions,fig_count,floor,location,open-sides,overlooking,ownership,plot-area,price,price_available,price_per_sqft,transaction,type,width-road-facing
,,,,,,,,,,,,,,,,No,No,,0,4,"Hooghly, Kolkata",,,,1440 sqft,,0,,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Will Deed,Yes,Water Board,,No,No,,1,3,"New Town, Kolkata",1.00,,,1440 sqft,22 Lac,1,1528.00,Resale,Residential Land / Plot,18 m
,,,,,,,,,,,,,,,,No,No,,0,4,"New Town, Kolkata",2.00,"Garden/Park, Main Road",Freehold,3229 sqft,3.30 Cr,1,10219.00,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,Yes,Yes,26.8 X 134,1,5,"Southern Avenue, Kolkata",3.00,Main Road,Freehold,3600 sqft,,0,,Resale,Residential Land / Plot,193 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Other,Yes,Water Board,,Yes,Yes,,3,,"Joka, Kolkata",3.00,,Freehold,6480000 sqft,,0,,Resale,Residential Land / Plot,6 m
Yes,Yes,No,,Yes,Yes,Yes,Yes,Mud Road,Yes,Open,Yes,,No,,,Yes,No,,10,5,"Rajpur Sonarpur, Kolkata",2.00,,,4320 sqft,18 Lac,1,417.00,Resale,Residential Land / Plot,4 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,No,No,1288 X 1342,1,4,"Ruby Hospital Area, Kolkata",1.00,,Freehold,720 sqft,7 Lac,1,972.00,Resale,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,No,No,,1,,"Rajarhat, Kolkata",3.00,,Freehold,3600 sqft,1.98 Cr,1,5500.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,3,"Kheyadah, Kolkata",,,,1440 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,,"Madurdaha, Hussainpur, Kolkata",1.00,Main Road,Freehold,2160 sqft,70 Lac,1,3241.00,Resale,Residential Land / Plot,6 m
,,,,,,,,,,,,,,,,Yes,No,,4,4,"Salt Lake City, Kolkata",,,,10800 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,30 X 24,14,Congo,"Bishnupur, Kolkata",1.00,Garden/Park,Freehold,720 sqft,2.5 Lac,1,347.00,Resale,Residential Land / Plot,10 m
,,,,,,,,,,,,,,,,Yes,Yes,,2,,"Behala, Kolkata",1.00,Main Road,Freehold,2279 sqft,,0,,Resale,Residential Land / Plot,6 m
,,,,,,,,,,,,,,,,No,Yes,18 X 12,4,3,"Action Area 3, Kolkata",3.00,Main Road,Freehold,1440 sqft,20 Lac,1,1389.00,Resale,Residential Land / Plot,30 m
,,,,,,,,,,,,,,,,No,No,,0,,"New Town, Kolkata",,,,1100 sqft,10 Lac,1,909.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,Yes,134 X 32.2,1,4,"Sonarpur, Kolkata",1.00,Main Road,Freehold,4320 sqft,9 Lac,1,208.00,Resale,Residential Land / Plot,30 m
,,,,,,,,,,,,,,,,Yes,No,,1,5,"Action Area 2, Kolkata",2.00,,,3230 sqft,,0,,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,No,Yes,,0,3,"Chetla, Kolkata",2.00,,Freehold,1800 sqft,,0,,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,Yes,Yes,135 X 10.7,9,4,Kolkata,2.00,Main Road,Freehold,1440 sqft,9.9 Lac,1,688.00,New Property,Residential Land / Plot,15 m
,,,,,,,,,,,,,,,,,,,0,,"Thakurpukur, Kolkata",,,,10 sqft,,0,,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,,0,4,"Salt Lake City, Kolkata",2.00,,,2880 sqft,,0,,Resale,Residential Land / Plot,30 m
Yes,Yes,Yes,,Yes,Yes,,Yes,Mud Road,Yes,,Yes,Other,Yes,,,Yes,Yes,,0,4,"Action Area 2, Kolkata",1.00,,,2160 sqft,,0,,Resale,Residential Land / Plot,2160 m
,,,,,,,,,,,,,,,,No,No,,2,,"New Town, Kolkata",1.00,Main Road,Freehold,1260 sqft,23 Lac,1,1825.00,Resale,Residential Land / Plot,6 m
No,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,30 X 48,7,,"Joka, Kolkata",1.00,Garden/Park,Freehold,720 sqft,3.5 Lac,1,486.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,Pucca Road,Yes,Open,Yes,Conveyance Deed,Yes,Borewell,,No,No,80 X 32.5,2,1,"Domjur, Howrah, Kolkata",,,Freehold,2600 sqft,14 Lac,1,538.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,,,,0,,Kolkata,,,,5040 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,Yes,,4,,Kolkata,,,,5040 sqft,36 Lac,1,714.00,Resale,Residential Land / Plot,
Yes,Yes,No,,Yes,Yes,Yes,Yes,Pucca Road,No,,Yes,,No,,,Yes,Yes,402 X 443,3,1,"Kona, Kolkata",2.00,,Freehold,2160 sqft,66 Lac,1,3055.00,Resale,Residential Land / Plot,3 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,,Yes,Water Board,,Yes,Yes,,0,,"Thakurpukur, Kolkata",,,,7201 sqft,1.20 Cr,1,1667.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,Yes,Borewell,,No,Yes,,1,Congo,"Rajarhat, Kolkata",2.00,,Freehold,5761 sqft,1.50 Cr,1,2604.00,Resale,Residential Land / Plot,8 m
Yes,No,Yes,,No,Yes,No,Yes,,Yes,,No,,Yes,,,Yes,No,,0,2,"Sakher Bazar, Purba Barisha, Kolkata",,,,1320 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,5,"Action Area 3, Kolkata",1.00,,Freehold,1614 sqft,1.35 Cr,1,8364.00,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,Yes,Yes,50 X 42,3,1,Kolkata,,,,2100 sqft,45 Lac,1,2143.00,Resale,Residential Land / Plot,3 m
No,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Gift Deed,Yes,Water Board,,Yes,Yes,33 X 17,6,1,"Subhasgram, Kolkata",2.00,Garden/Park,Freehold,4275 sqft,50 Lac,1,1170.00,Resale,Residential Land / Plot,8 m
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,50 X 14.4,6,4,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,720 sqft,1.8 Lac,1,250.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,50 X 21.6,7,4,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1080 sqft,3 Lac,1,278.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,No,No,,0,,"Action Area 1, Kolkata",1.00,,Freehold,2152 sqft,2.50 Cr,1,11617.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,50 X 14.4,8,4,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,720 sqft,2.1 Lac,1,292.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,Yes,Yes,50 X 14.4,12,4,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,720 sqft,2 Lac,1,278.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,,,,0,,"Rajpur Sonarpur, Kolkata",,Main Road,Freehold,4320 sqft,18 Lac,1,417.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,,,,0,,"Sarsuna, Kolkata",,,,2294 sqft,72 Lac,1,3139.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,,Kolkata,,,,1570 sqft,24 Lac,1,1529.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,66 X 165,4,1,"Badkulla, Kolkata",,Main Road,,97200 sqft,,0,,New Property,Residential Land / Plot,
Yes,Yes,No,,No,Yes,Yes,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,1610 X 805,8,8,"Ramchandrapur Narendrapur, Kolkata",4.00,,Freehold,2160 sqft,27 Lac,1,1250.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,2,4,"Action Area 2, Kolkata",2.00,"Pool, Garden/Park, Main Road",Freehold,3240 sqft,,0,,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,No,No,,7,Congo,"Joka, Kolkata",1.00,,Freehold,2160 sqft,5.8 Lac,1,266.00,Resale,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,No,No,,0,,Kolkata,,,,1480 sqft,10 Lac,1,676.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,2,4,"Jamandapara, Kolkata",4.00,,,1440 sqft,16 Lac,1,1111.00,Resale,Residential Land / Plot,5 m
,,,,,,,,,,,,,,,,Yes,No,,0,4,"Garia Main Road, Kolkata",2.00,,,3600 sqft,1.40 Cr,1,3889.00,Resale,Residential Land / Plot,57 m
,,,,,,,,,,,,,,,,No,No,,0,3,"Garia Station Road, Kolkata",,,,7200 sqft,1.30 Cr,1,1806.00,Resale,Residential Land / Plot,
No,No,No,,Yes,Yes,,Yes,Pucca Road,No,,Yes,Gift Deed,No,,,Yes,No,,0,3,"Belghoria, Kolkata",2.00,,Freehold,900 sqft,,0,,Resale,Residential Land / Plot,3 m
,,,,,,,,,,,,,,,,No,No,,0,5,"Nalpur, Kolkata",,,,3600 sqft,15 Lac,1,417.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,24 X 30,5,1,"Khariberia, Kolkata",4.00,"Garden/Park, Main Road",Freehold,720 sqft,1 Lac,1,139.00,New Property,Residential Land / Plot,8 m
,,,,,,,,,,,,,,,,No,No,,0,5,"New Town, Kolkata",4.00,,Freehold,2153 sqft,1.90 Cr,1,8826.00,Resale,Residential Land / Plot,15 m
,,,,,,,,,,,,,,,,No,No,,0,4,"Action Area 2, Kolkata",,"Garden/Park, Main Road",Leasehold,2153 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,2,"Chinar Park, Rajarhat, Kolkata",2.00,Main Road,Freehold,1800 sqft,62 Lac,1,3444.00,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,Yes,Yes,,1,1,"Subhasgram, Kolkata",1.00,"Garden/Park, Main Road",Freehold,5761 sqft,50 Lac,1,868.00,New Property,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,Yes,,0,2,"Kudghat, Ashok Nagar, Kolkata",1.00,,,1440 sqft,30 Lac,1,2083.00,Resale,Residential Land / Plot,2 m
No,Yes,Yes,,No,Yes,Yes,Yes,Pucca Road,Yes,,Yes,Sale Deed,Yes,,,No,No,,0,3,"Rajarhat, Kolkata",1.00,,Freehold,2160 sqft,28 Lac,1,1296.00,Resale,Residential Land / Plot,2 m
,,,,,,,,,,,,,,,,,,,2,,"Rajpur Sonarpur, Kolkata",,,Freehold,93660 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,,,,0,,"Abada, Kolkata",,,Leasehold,2160 sqft,10 Lac,1,463.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,,"Chakdaha, Kolkata",,,,2160 sqft,9 Lac,1,417.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,Congo,"Action Area 3, Kolkata",2.00,Main Road,Freehold,3 sqft,,0,,Resale,Residential Land / Plot,39 m
,,,,,,,,,,,,,,,,No,No,,1,4,"Bangaon, Kolkata",1.00,,,5940 sqft,,0,,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,No,No,32 X 41,1,5,"Garia, Kolkata",,Main Road,Freehold,1312 sqft,50 Lac,1,3811.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Power Back Up, Security, Vaastu Compliant, CCTV Camera, Kids play area",Yes,Yes,48 X 45,2,5,"Rajarhat, Kolkata",2.00,"Garden/Park, Main Road",Freehold,2160 sqft,21.9 Lac,1,1014.00,New Property,Residential Land / Plot,30 m
,,,,,,,,,,,,,,,,,,,6,,"Hatiara, Kolkata",,"Main Road, Garden/Park",Co-operative Society,820 sqft,20.5 Lac,1,2500.00,New Property,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,,"Uttarpara Kotrung, Kolkata",1.00,,,90000 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,26.8 X 161,0,4,"Chakraberia, Ballygunge, Kolkata",3.00,Main Road,Freehold,4320 sqft,,0,,Resale,Residential Land / Plot,9 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,1,"Shyamnagar, Kolkata",,,,2880 sqft,50 Lac,1,1736.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,100 X 76.08,9,4,"Nayabad, Kolkata",1.00,,Freehold,7608 sqft,1.91 Cr,1,2522.00,Resale,Residential Land / Plot,6 m
,,,,,,,,,,,,,,,,No,0,,3,4,"Action Area 2, Kolkata",1.00,Main Road,Freehold,2153 sqft,,0,,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,No,No,40 X 30,8,,"Joka, Kolkata",1.00,"Garden/Park, Main Road",Freehold,1800 sqft,5.5 Lac,1,303.00,New Property,Residential Land / Plot,25 m
Yes,Yes,No,,No,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,Yes,No,,2,4,"Hridaypur, Kolkata",2.00,,Freehold,3600 sqft,1.25 Cr,1,3473.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,30 X 24,8,,"Joka, Kolkata",1.00,Garden/Park,Freehold,720 sqft,2.8 Lac,1,382.00,New Property,Residential Land / Plot,5 m
,,,,,,,,,,,,,,,,No,Yes,45 X 31.11,19,,"Joka, Kolkata",1.00,"Garden/Park, Main Road",Freehold,1400 sqft,3.6 Lac,1,257.00,New Property,Residential Land / Plot,25 m
,,,,,,,,,,,,,,,,Yes,No,1.07 X 671,2,1,"Palta, Barrackpore, Kolkata",,,,720 sqft,16 Lac,1,2222.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,,,,0,,"Barrackpore, Kolkata",,,Freehold,1080 sqft,20 Lac,1,1852.00,New Property,Residential Land / Plot,
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Gift Deed,Yes,,,Yes,Yes,,1,3,"Beleghata, Kolkata",1.00,,,1850 sqft,,0,,Resale,Residential Land / Plot,11 m
,,,,,,,,,,,,,,,,Yes,No,,0,,"Habra, Kolkata",,,Freehold,1440 sqft,,0,,Resale,Residential Land / Plot,4 m
Yes,Yes,Yes,Electricity Board,Yes,No,Yes,Yes,Pucca Road,Yes,Underground,Yes,Partition Deed,Yes,Water Board,,Yes,Yes,,13,2,"Joka, Kolkata",2.00,,Freehold,1440 sqft,1.6 Lac,1,111.00,Resale,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,Yes,No,57 X 64,3,,"Behala, Kolkata",3.00,,,3648 sqft,78.3 Lac,1,2146.00,Resale,Residential Land / Plot,4 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,,Yes,,Yes,Water Board,,Yes,Yes,,1,5,"Dakshineswar, Kolkata",1.00,"Garden/Park, Main Road",Freehold,18720 sqft,,0,,Resale,Residential Land / Plot,3 m
,,,,,,,,,,,,,,,,Yes,No,,0,,"Sodepur, Kolkata",,,,7893 sqft,50 Lac,1,633.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,56 X 257.14,2,3,"Sonarpur, Kolkata",1.00,Main Road,Freehold,14400 sqft,60 Lac,1,417.00,Resale,Residential Land / Plot,30 m
,,,,,,,,,,,,,,,,No,No,,0,4,"Hindmotor, Kolkata",,,,1800 sqft,12 Lac,1,667.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,1,"Madanpur, Kolkata",,,,16200 sqft,,0,,Resale,Residential Land / Plot,
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,,,No,0,,2,,"Chinsurah, Kolkata",1.00,,Freehold,4320 sqft,99 Lac,1,2292.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Rain Water Harvesting, Security, Water Storage, Waste Disposal, Located in the Heart of city, Kids Play Area",Yes,Yes,,37,4,"Rajarhat, Kolkata",2.00,Main Road,Freehold,2100 sqft,42 Lac,1,2000.00,Resale,Residential Land / Plot,6 m
,,,,,,,,,,,,,,,,No,No,46 X 54.78,1,,"Action Area 3, Kolkata",2.00,Main Road,Freehold,2520 sqft,50 Lac,1,1984.00,Resale,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,No,No,,0,3,"Sodepur, Kolkata",,,,1799 sqft,50 Lac,1,2779.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,,Yes,,0,4,"Ruby Hospital Area, Kolkata",1.00,,,2880 sqft,48 Lac,1,1667.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,,,,0,,"Liluah, Kolkata",,,Freehold,13230 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,4,"Bishnupur, Kolkata",,,,2160 sqft,9 Lac,1,417.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Mud Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,,2,,"Joka, Kolkata",,,,342 sqft,1.4 Lac,1,409.00,Resale,Residential Land / Plot,25 m
,,,,,,,,,,,,,,,,,,,0,4,"Dankuni, Kolkata",,,,3217 sqft,12 Lac,1,373.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,4,"Tollygunge, Kolkata",,,,800 sqft,5 Lac,1,625.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,Yes,45 X 48,19,,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,2160 sqft,6.2 Lac,1,287.00,New Property,Residential Land / Plot,25 m
Yes,Yes,Yes,Solar,No,Yes,,Yes,Mud Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,"Swimming Pool, Park, Security, Kids Play Area, Rentable Community Space",No,Yes,,43,,"Joka, Kolkata",,,,342 sqft,1.4 Lac,1,409.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,,Yes,Gift Deed,Yes,,,Yes,Yes,,0,2,"Nabadwip, Kolkata",,,,1004 sqft,17 Lac,1,1693.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,26.8 X 53.7,3,Congo,"Kamalgazi, Narendrapur, Kolkata",2.00,Main Road,Freehold,1440 sqft,14 Lac,1,972.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,Yes,No,,2,,"Garia Main Road, Kolkata",2.00,Main Road,Freehold,3600 sqft,1.35 Cr,1,3750.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,Yes,No,,2,3,"Purba Barisha, Kolkata",2.00,,,1700 sqft,42 Lac,1,2471.00,Resale,Residential Land / Plot,5 m
Yes,Yes,Yes,Electricity Board,Yes,No,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,,3,,Kolkata,1.00,,Freehold,1600 sqft,11.5 Lac,1,719.00,Resale,Residential Land / Plot,2 m
,,,,,,,,,,,,,,,,Yes,No,,2,3,"Dum Dum, Kolkata",,,,1950 sqft,45 Lac,1,2308.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,Yes,Yes,671 X 537,6,1,"Narayanpur, Gopalpur Gram, Kolkata",,,Freehold,2880 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,Yes,,0,,"Shyam Nagar, Kolkata",,,,1200 sqft,30 Lac,1,2500.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,5,"Sonarpur, Kolkata",,,,3600 sqft,50 Lac,1,1389.00,Resale,Residential Land / Plot,
No,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,Pucca Road,Yes,Underground,No,,Yes,Water Board,,No,No,53.7 X 80.5,0,4,"Hindustan Park, Gariahat, Kolkata",1.00,,Freehold,4320 sqft,,0,,Resale,Residential Land / Plot,20 m
No,No,No,,No,Yes,,Yes,Mud Road,No,,Yes,Sale Deed,No,,,No,No,,0,,Kolkata,,,,1400 sqft,,0,,Resale,Residential Land / Plot,2 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,On Highway,Yes,Open,Yes,Lease Deed,Yes,Water Board,,Yes,No,,3,3,"Chak Garia, Kolkata",2.00,,Co-operative Society,2060 sqft,81 Lac,1,3932.00,Resale,Residential Land / Plot,9 m
,,,,,,,,,,,,,,,,Yes,No,,4,5,"Sonarpur, Kolkata",,,,3600 sqft,90 Lac,1,2500.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,Congo,"Kaikhali, Kolkata",2.00,,Freehold,1470 sqft,50 Lac,1,3401.00,Resale,Residential Land / Plot,7 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Mud Road,Yes,Open,Yes,Sale Deed,Yes,Borewell,"Security, CCTV Camera, Kids play area",Yes,Yes,,5,10,"Joka, Kolkata",3.00,,,1440 sqft,4 Lac,1,278.00,Resale,Residential Land / Plot,10 m
,,,,,,,,,,,,,,,,Yes,No,1050 X 600,0,,"Gobindapur, Kolkata",,,,712800 sqft,,0,,Resale,Residential Land / Plot,61 m
,,,,,,,,,,,,,,,,Yes,No,,0,2,"Nabapally, Kolkata",3.00,,,1450 sqft,16 Lac,1,1103.00,Resale,Residential Land / Plot,4 m
,,,,,,,,,,,,,,,,No,No,,0,Congo,"Habra, Kolkata",1.00,,Freehold,7488 sqft,37 Lac,1,494.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,,"Rajarhat, Kolkata",,,,5760 sqft,15 Lac,1,260.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,32.8 X 65.6,1,5,"New Town, Kolkata",4.00,"Garden/Park, Main Road",Freehold,2153 sqft,2.50 Cr,1,11612.00,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,Yes,No,,1,5,"Barasat, Kolkata",,Garden/Park,Freehold,30000 sqft,,0,,New Property,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,3,"Dover Terrace, Ballygunge, Kolkata",,,,5759 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,1,"Kalyani, Kolkata",,,,3600 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,49 X 33.06,7,5,"Action Area 3, Kolkata",2.00,Main Road,Freehold,1620 sqft,1.04 Cr,1,6420.00,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,No,No,,0,4,"Thakurpukur, Kolkata",1.00,"Garden/Park, Main Road",Freehold,2160 sqft,20 Lac,1,925.00,Resale,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,No,No,,4,,"Behala, Kolkata",3.00,,Freehold,1305 sqft,7 Lac,1,536.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,4,,"Barasat, Kolkata",,,,1440 sqft,45 Lac,1,3125.00,Resale,Residential Land / Plot,
Yes,Yes,No,,No,Yes,Yes,Yes,Pucca Road,No,,Yes,Gift Deed,No,,,Yes,No,53.7 X 40.2,5,1,"Bishnupur, Kolkata",1.00,,Freehold,2160 sqft,33 Lac,1,1528.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,413 X 3.49,0,4,"Action Area 2, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1440 sqft,,0,,New Property,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,No,No,413 X 3.49,0,1,"Action Area 2, Kolkata",3.00,"Garden/Park, Main Road",Freehold,1440 sqft,,0,,New Property,Residential Land / Plot,18 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,"Sonarpur, Kolkata",2.00,Main Road,Freehold,7921 sqft,33 Lac,1,417.00,New Property,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,3,1,"Sonarpur, Kolkata",,,,2500 sqft,9.5 Lac,1,380.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,1,"Barasat, Kolkata",,,,26640 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,5,"New Town, Kolkata",1.00,,Freehold,1620 sqft,1.05 Cr,1,6481.00,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,No,No,45 X 32,2,,"Rajarhat, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1440 sqft,14.8 Lac,1,1028.00,New Property,Residential Land / Plot,30 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Other,Yes,Water Board,,No,No,,1,,"Rasapunja, Kolkata",2.00,,,1440 sqft,,0,,Resale,Residential Land / Plot,24 m
,,,,,,,,,,,,,,,,Yes,Yes,7156 X 0.81,6,5,"Lake Terrace Ballygunge, Kolkata",2.00,"Garden/Park, Main Road",Freehold,5761 sqft,,0,,Resale,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,Yes,No,,0,4,"Sonarpur, Kolkata",,,,15000 sqft,3.30 Cr,1,2200.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,1,"Baguiati, Kolkata",,,,3920 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,0,,0,,"Sonarpur, Kolkata",2.00,,,44640 sqft,,0,,Resale,Residential Land / Plot,15 m
,,,,,,,,,,,,,,,,No,No,45 X 24,7,,"Joka, Kolkata",1.00,Garden/Park,Freehold,1080 sqft,4.1 Lac,1,382.00,New Property,Residential Land / Plot,6 m
,,,,,,,,,,,,,,,,No,No,32.8 X 49.2,1,1,"Action Area 3, Kolkata",4.00,"Garden/Park, Main Road",Freehold,1615 sqft,85 Lac,1,5264.00,Resale,Residential Land / Plot,13 m
